ID,tsne   dim 1,tsne dim 2,Cluster
SRR11605054.1566,16.745089,8.432975,12
SRR11605054.1567,4.3282633,2.3021264,-1
SRR11605054.1568,-11.279692,-12.321112,9
SRR11605054.1569,11.216445,-20.219023,12
SRR11605054.1570,18.516014,-8.822323,12
SRR11605054.1571,-23.889915,4.4286013,4
SRR11605054.1572,-26.59822,5.5740423,4
SRR11605054.1573,16.61335,7.917672,12
SRR11605054.1574,-14.454523,29.711943,1
SRR11605054.1575,-8.737174,3.3338423,-1
SRR11605054.1576,4.5021176,-10.980796,-1
SRR11605054.1577,22.160461,17.523365,11
SRR11605054.1578,22.160461,17.523365,11
SRR11605054.1579,15.761515,10.411383,12
SRR11605054.1580,-7.7976017,-15.573367,9
SRR11605054.1581,-7.17591,26.669247,-1
SRR11605054.1582,12.68348,12.875174,-1
SRR11605054.1583,11.174071,14.699154,-1
SRR11605054.1584,21.37659,16.73798,11
SRR11605054.1585,4.096672,13.368577,-1
SRR11605054.1586,-24.160975,5.6223674,4
SRR11605054.1587,10.767185,-20.119255,12
SRR11605054.1588,4.4381366,13.4436455,-1
SRR11605054.1589,-3.4797735,-22.371037,-1
SRR11605054.1590,-18.13659,-3.5134501,5
SRR11605054.1591,-4.0050387,-13.236559,9
SRR11605054.1592,11.216687,-20.219212,12
SRR11605054.1593,24.557848,7.9436207,10
SRR11605054.1594,24.402515,8.756631,10
SRR11605054.1595,-7.455612,26.943384,-1
SRR11605054.1596,25.224957,7.590802,10
SRR11605054.1597,25.224957,7.590802,10
SRR11605054.1598,-10.385569,-3.6945705,3
SRR11605054.1599,18.671276,-10.336291,12
SRR11605054.1600,8.596152,19.457796,8
SRR11605054.1601,25.509117,8.4755335,10
SRR11605054.1602,0.89959705,-2.3159955,-1
SRR11605054.1603,10.765516,-20.119104,12
SRR11605054.1604,10.765281,-20.11905,12
SRR11605054.1605,15.07321,18.565554,-1
SRR11605054.1606,0.8064812,-15.029543,-1
SRR11605054.1607,-5.056962,13.143322,0
SRR11605054.1608,-23.867588,-9.693884,2
SRR11605054.1609,4.877325,19.764185,8
SRR11605054.1610,-16.810783,-21.438704,7
SRR11605054.1611,0.3812089,0.50827223,-1
SRR11605054.1612,-10.566109,30.200943,1
SRR11605054.1613,-10.195612,-24.148046,6
SRR11605054.1614,-15.750694,29.615877,1
SRR11605054.1615,11.21569,-20.218143,12
SRR11605054.1616,-9.678508,-21.51875,6
SRR11605054.1617,-14.576626,23.318018,1
SRR11605054.1618,2.0355217,-14.111592,-1
SRR11605054.1619,25.509117,8.4755335,10
SRR11605054.1620,11.216367,-20.218876,12
SRR11605054.1621,3.4299805,4.930151,-1
SRR11605054.1622,-12.8965225,-11.127752,9
SRR11605054.1623,-6.5086718,2.8393033,-1
SRR11605054.1624,-20.209948,-10.480469,2
SRR11605054.1625,-17.770275,-4.606815,5
SRR11605054.1626,5.2038093,4.9630194,-1
SRR11605054.1627,-9.243471,13.960774,0
SRR11605054.1628,17.579868,1.2264984,12
SRR11605054.1629,11.217395,-20.219873,12
SRR11605054.1630,18.571682,2.6308517,12
SRR11605054.1631,5.2969475,-4.35419,-1
SRR11605054.1632,-11.591392,27.923374,1
SRR11605054.1633,-17.426798,22.988983,1
SRR11605054.1634,-0.6136342,-22.176405,-1
SRR11605054.1635,-5.497002,-14.114954,9
SRR11605054.1636,10.766813,-20.11957,12
SRR11605054.1637,-14.977001,22.2118,1
SRR11605054.1638,17.103281,7.3287525,12
SRR11605054.1639,-17.581242,21.43155,1
SRR11605054.1640,18.444433,3.1507468,12
SRR11605054.1641,-9.634786,28.500957,1
SRR11605054.1642,19.729893,14.796328,11
SRR11605054.1643,-16.879852,-21.885818,7
SRR11605054.1644,-11.591392,27.923374,1
SRR11605054.1645,-17.69737,-2.1265535,5
SRR11605054.1646,18.591724,-3.0904007,12
SRR11605054.1647,20.939028,8.086803,-1
SRR11605054.1648,18.671143,-10.336381,12
SRR11605054.1649,-6.73695,-22.58341,6
SRR11605054.1650,7.353407,20.912794,8
SRR11605054.1651,17.110878,-7.676624,12
SRR11605054.1652,16.745089,8.432975,12
SRR11605054.1653,7.5820317,9.297818,-1
SRR11605054.1654,-14.613609,-15.55122,-1
SRR11605054.1655,19.863274,21.725147,11
SRR11605054.1656,-18.37134,-24.798672,7
SRR11605054.1657,-14.454523,29.711943,1
SRR11605054.1658,-10.594281,-13.237713,9
SRR11605054.1659,15.397392,-8.354151,12
SRR11605054.1660,-9.243471,13.960774,0
SRR11605054.1661,21.376713,16.737858,11
SRR11605054.1662,17.054007,-7.0015945,12
SRR11605054.1663,20.440918,15.29504,11
SRR11605054.1664,10.766323,-20.119564,12
SRR11605054.1665,12.68348,12.875174,-1
SRR11605054.1666,-17.635386,-21.986246,7
SRR11605054.1667,-24.327045,-7.9265065,2
SRR11605054.1668,7.832065,2.013696,-1
SRR11605054.1669,-8.586241,-1.3495226,3
SRR11605054.1670,-7.6952806,15.15248,0
SRR11605054.1671,-12.078912,30.169752,1
SRR11605054.1672,-23.890068,-8.785925,2
SRR11605054.1673,-11.591392,27.923374,1
SRR11605054.1674,-1.9021972,-0.22353406,3
SRR11605054.1675,15.311505,1.0349982,12
SRR11605054.1676,15.311469,1.0349993,12
SRR11605054.1677,-8.193739,-2.3933403,3
SRR11605054.1678,25.224957,7.590802,10
SRR11605054.1679,2.9889417,12.609084,-1
SRR11605054.1680,2.9889417,12.609084,-1
SRR11605054.1681,-21.915083,-10.603228,2
SRR11605054.1682,-6.783855,-14.883494,9
SRR11605054.1683,11.216715,-20.21911,12
SRR11605054.1684,23.082531,15.756273,11
SRR11605054.1685,-17.69737,-2.1265535,5
SRR11605054.1686,-19.363209,-1.0878047,5
SRR11605054.1687,16.766573,7.820422,12
SRR11605054.1688,18.361074,9.547265,12
SRR11605054.1689,5.1410346,9.014603,-1
SRR11605054.1690,-5.1512384,-23.650156,-1
SRR11605054.1691,11.174225,14.698884,-1
SRR11605054.1692,3.5200446,4.640267,-1
SRR11605054.1693,18.76397,-4.7767177,12
SRR11605054.1694,10.767181,-20.119238,12
SRR11605054.1695,-9.243471,13.960774,0
SRR11605054.1696,18.776499,3.3392649,12
SRR11605054.1697,-0.6136342,-22.176405,-1
SRR11605054.1698,-14.365467,29.906452,1
SRR11605054.1699,3.5622911,4.54898,-1
SRR11605054.1700,18.516,-8.822332,12
SRR11605054.1701,19.299149,-7.6003747,12
SRR11605054.1702,-9.473013,-3.3944383,3
SRR11605054.1703,-10.916295,19.245766,-1
SRR11605054.1704,19.848368,1.6346201,12
SRR11605054.1705,-24.971888,-10.775933,2
SRR11605054.1706,-17.204407,-3.907955,5
SRR11605054.1707,-16.698206,-21.02207,7
SRR11605054.1708,-4.874881,12.055919,-1
SRR11605054.1709,-24.726156,-9.045971,2
SRR11605054.1710,16.884865,-2.8817003,12
SRR11605054.1711,16.274036,0.7916402,12
SRR11605054.1712,-9.315417,26.700323,1
SRR11605054.1713,11.995783,9.222397,-1
SRR11605054.1714,11.995783,9.222397,-1
SRR11605054.1715,5.9432616,20.760881,8
SRR11605054.1716,-10.129939,27.013819,1
SRR11605054.1717,18.667501,-1.5273546,12
SRR11605054.1718,11.217943,-20.220152,12
SRR11605054.1719,-3.910138,-13.103858,9
SRR11605054.1720,10.766888,-20.119581,12
SRR11605054.1721,19.863274,21.725147,11
SRR11605054.1722,11.215872,-20.218573,12
SRR11605054.1723,-3.1873834,-14.9927845,9
SRR11605054.1724,-3.1873834,-14.9927845,9
SRR11605054.1725,-9.456497,-16.595705,-1
SRR11605054.1726,-18.407383,-1.5503672,5
SRR11605054.1727,8.066168,3.336724,-1
SRR11605054.1728,17.054068,-7.001664,12
SRR11605054.1729,-10.816542,-1.4658654,3
SRR11605054.1730,-4.312058,-4.3869867,3
SRR11605054.1731,-9.598861,28.563175,1
SRR11605054.1732,10.326643,-3.5588467,-1
SRR11605054.1733,-6.927029,2.720001,-1
SRR11605054.1734,-19.872066,-21.668447,7
SRR11605054.1735,-17.252802,-21.98024,7
SRR11605054.1736,-12.896574,-12.748193,9
SRR11605054.1737,1.4479438,-8.366996,-1
SRR11605054.1738,16.826622,18.16999,11
SRR11605054.1739,10.765132,-20.119585,12
SRR11605054.1740,-19.768644,-18.010012,-1
SRR11605054.1741,5.7091784,20.315704,8
SRR11605054.1742,21.431183,15.545406,11
SRR11605054.1743,18.67129,-10.336289,12
SRR11605054.1744,-18.516981,-20.806274,7
SRR11605054.1745,-19.872066,-21.668447,7
SRR11605054.1746,-7.0625024,2.4173687,-1
SRR11605054.1747,18.515991,-8.82236,12
SRR11605054.1748,18.646658,1.2552991,12
SRR11605054.1749,-19.872066,-21.668447,7
SRR11605054.1750,17.973986,-3.8742843,12
SRR11605054.1751,-10.724493,-13.110821,9
SRR11605054.1752,19.863274,21.725147,11
SRR11605054.1753,11.2178,-20.219976,12
SRR11605054.1754,21.376787,16.738052,11
SRR11605054.1755,11.217286,-20.219574,12
SRR11605054.1756,11.169072,14.695822,-1
SRR11605054.1757,17.483707,-7.3899736,12
SRR11605054.1758,5.2969475,-4.35419,-1
SRR11605054.1759,19.918484,16.468847,11
SRR11605054.1760,15.952874,-1.0608562,12
SRR11605054.1761,-12.966599,23.952522,1
SRR11605054.1762,-7.5172296,14.518104,0
SRR11605054.1763,-10.844779,-23.138765,6
SRR11605054.1764,3.665221,3.5408218,-1
SRR11605054.1765,8.113277,18.617142,8
SRR11605054.1766,-11.855075,22.428032,1
SRR11605054.1767,-17.588785,-3.355242,5
SRR11605054.1768,11.218233,-20.220417,12
SRR11605054.1769,13.859893,-2.697356,-1
SRR11605054.1770,15.311424,1.0350542,12
SRR11605054.1771,5.386294,-9.89614,-1
SRR11605054.1772,10.766249,-20.119453,12
SRR11605054.1773,18.383413,18.966082,11
SRR11605054.1774,19.863274,21.725147,11
SRR11605054.1775,10.767117,-20.119562,12
SRR11605054.1776,-14.393556,25.484102,1
SRR11605054.1777,6.4542,-6.1048703,-1
SRR11605054.1778,8.596152,19.457796,8
SRR11605054.1779,3.3781462,13.665567,-1
SRR11605054.1780,17.579762,21.976364,11
SRR11605054.1781,11.216369,-20.218855,12
SRR11605054.1782,4.306345,4.9513206,-1
SRR11605054.1783,-19.029833,5.353615,-1
SRR11605054.1784,-6.3813596,2.8577907,-1
SRR11605054.1785,-24.724995,-11.313685,2
SRR11605054.1786,19.696337,-9.686784,-1
SRR11605054.1787,8.961019,21.580788,8
SRR11605054.1788,19.00109,16.081482,11
SRR11605054.1789,17.371645,-1.0042112,12
SRR11605054.1790,17.371645,-1.0042558,12
SRR11605054.1791,15.479097,4.5723586,12
SRR11605054.1792,15.36197,4.0127306,12
SRR11605054.1793,-20.166485,-0.26213682,5
SRR11605054.1794,5.9278665,20.752796,8
SRR11605054.1795,10.625324,-20.630932,12
SRR11605054.1796,-8.580102,-1.379942,3
SRR11605054.1797,-20.298262,-10.645656,2
SRR11605054.1798,-24.99893,-10.010695,2
SRR11605054.1799,-1.1291823,-10.497929,-1
SRR11605054.1800,16.684273,7.397374,12
SRR11605054.1801,17.083149,-7.711362,12
SRR11605054.1802,10.626742,-20.63215,12
SRR11605054.1803,8.2080345,20.571646,8
SRR11605054.1804,-18.96684,-5.1992574,-1
SRR11605054.1805,23.081062,15.757688,11
SRR11605054.1806,-11.757004,21.876686,1
SRR11605054.1807,-4.0198603,-13.226381,9
SRR11605054.1808,18.906898,0.4157842,12
SRR11605054.1809,-21.049904,-1.7924684,-1
SRR11605054.1810,-9.07982,-22.911358,6
SRR11605054.1811,-9.4640665,-16.595505,-1
SRR11605054.1812,10.6272,-20.632574,12
SRR11605054.1813,3.3367963,4.4533544,-1
SRR11605054.1814,6.4531155,-6.0995,-1
SRR11605054.1815,-7.663822,15.12292,0
SRR11605054.1816,3.2076373,4.591449,-1
SRR11605054.1817,11.087453,-20.98795,12
SRR11605054.1818,10.627018,-20.632362,12
SRR11605054.1819,25.516775,8.486551,10
SRR11605054.1820,18.484411,3.161758,12
SRR11605054.1821,17.40158,-0.9933562,12
SRR11605054.1822,-15.547724,27.396587,1
SRR11605054.1823,-7.3423777,-1.1295148,3
SRR11605054.1824,-5.3681417,-14.023168,9
SRR11605054.1825,11.087832,-20.98783,12
SRR11605054.1826,-4.242585,-5.443732,3
SRR11605054.1827,-14.964408,-21.503986,7
SRR11605054.1828,11.086221,-20.986794,12
SRR11605054.1829,-9.335667,-9.002637,-1
SRR11605054.1830,25.516775,8.486551,10
SRR11605054.1831,-22.35702,3.64698,4
SRR11605054.1832,-18.375519,-21.219875,7
SRR11605054.1833,-1.9027252,-0.22316521,3
SRR11605054.1834,-1.8499551,-0.27129522,3
SRR11605054.1835,19.662857,4.483147,12
SRR11605054.1836,-9.4337435,-9.610505,-1
SRR11605054.1837,11.089193,-20.98878,12
SRR11605054.1838,15.431169,-8.343913,12
SRR11605054.1839,19.065882,5.9399595,12
SRR11605054.1840,15.678918,-7.5820284,12
SRR11605054.1841,18.634733,3.6337364,12
SRR11605054.1842,-5.9621725,14.392746,0
SRR11605054.1843,16.781393,1.4175323,12
SRR11605054.1844,-11.909756,29.613712,1
SRR11605054.1845,19.065903,5.9399395,12
SRR11605054.1846,0.9622781,-2.6390615,-1
SRR11605054.1847,-11.171462,-22.041782,6
SRR11605054.1848,17.004438,-4.669133,12
SRR11605054.1849,16.879778,-2.8635693,12
SRR11605054.1850,11.089804,-20.989271,12
SRR11605054.1851,-23.99172,4.548712,4
SRR11605054.1852,11.089299,-20.988829,12
SRR11605054.1853,11.090235,-20.989439,12
SRR11605054.1854,19.682209,-3.3663125,12
SRR11605054.1855,-6.8038483,14.927328,0
SRR11605054.1856,4.8258824,-10.416816,-1
SRR11605054.1857,11.180289,14.715635,-1
SRR11605054.1858,12.785085,-19.47393,-1
SRR11605054.1859,-15.547724,27.396587,1
SRR11605054.1860,-15.547724,27.396587,1
SRR11605054.1861,-12.891146,-12.750665,9
SRR11605054.1862,-21.78604,2.917283,4
SRR11605054.1863,1.4477632,-8.366784,-1
SRR11605054.1864,1.6266451,0.6555828,-1
SRR11605054.1865,-11.909756,29.613712,1
SRR11605054.1866,-5.3681393,-14.02317,9
SRR11605054.1867,5.1600876,-10.196331,-1
SRR11605054.1868,-8.884836,28.279661,1
SRR11605054.1869,10.416666,-3.1011972,-1
SRR11605054.1870,10.6207905,-2.962576,-1
SRR11605054.1871,-10.741065,29.723368,1
SRR11605054.1872,-5.150501,-4.043842,3
SRR11605054.1873,15.618293,9.959744,12
SRR11605054.1874,-19.839035,-21.758404,7
SRR11605054.1875,-7.0306144,15.725259,0
SRR11605054.1876,-5.150501,-4.043842,3
SRR11605054.1877,-11.776061,27.96356,1
SRR11605054.1878,-20.575193,-1.4292588,5
SRR11605054.1879,-10.839492,-22.861847,6
SRR11605054.1880,-10.267537,-24.363365,6
SRR11605054.1881,-7.8883457,-15.2338705,9
SRR11605054.1882,11.180297,14.71564,-1
SRR11605054.1883,-3.1894457,-14.947278,9
SRR11605054.1884,-24.160194,5.6572003,4
SRR11605054.1885,-14.62002,-15.556413,-1
SRR11605054.1886,16.607565,17.74575,11
SRR11605054.1887,11.086493,-20.986889,12
SRR11605054.1888,10.6270895,-20.632462,12
SRR11605054.1889,4.8258834,-10.41683,-1
SRR11605054.1890,-3.28558,-1.0490109,-1
SRR11605054.1891,-16.124538,-19.779367,7
SRR11605054.1892,-24.462215,-10.455501,2
SRR11605054.1893,-10.520077,24.288038,1
SRR11605054.1894,11.090391,-20.98951,12
SRR11605054.1895,25.516775,8.486551,10
SRR11605054.1896,25.23051,7.5918045,10
SRR11605054.1897,-12.052827,23.313978,1
SRR11605054.1898,11.088889,-20.988571,12
SRR11605054.1899,-16.8198,-21.487677,7
SRR11605054.1900,-9.46443,-16.59479,-1
SRR11605054.1901,-18.411257,-1.2605187,5
SRR11605054.1902,25.516775,8.486551,10
SRR11605054.1903,-9.46443,-16.59479,-1
SRR11605054.1904,-24.462215,-10.455501,2
SRR11605054.1905,-9.07982,-22.911358,6
SRR11605054.1906,11.08988,-20.989,12
SRR11605054.1907,4.668942,3.6645708,-1
SRR11605054.1908,-9.098834,14.046474,0
SRR11605054.1909,-12.098819,30.18061,1
SRR11605054.1910,-21.795832,3.0062876,4
SRR11605054.1911,-11.974832,24.11715,1
SRR11605054.1912,-12.754766,12.396741,-1
SRR11605054.1913,11.089436,-20.98888,12
SRR11605054.1914,-15.547724,27.396587,1
SRR11605054.1915,20.09501,-7.3284163,-1
SRR11605054.1916,-19.820421,-1.2655942,5
SRR11605054.1917,8.439035,7.979851,-1
SRR11605054.1918,-18.77718,-2.7038176,5
SRR11605054.1919,-16.353003,-3.8968306,5
SRR11605054.1920,17.57914,18.516563,11
SRR11605054.1921,-14.797068,29.037586,1
SRR11605054.1922,-5.433135,3.1613338,-1
SRR11605054.1923,16.69906,8.136269,12
SRR11605054.1924,18.65858,7.3952637,12
SRR11605054.1925,-11.262942,-23.333244,6
SRR11605054.1926,-3.1194096,-15.315853,9
SRR11605054.1927,12.68452,12.874636,-1
SRR11605054.1928,-15.019241,22.022055,1
SRR11605054.1929,-14.179643,25.133482,1
SRR11605054.1930,16.701328,8.346027,12
SRR11605054.1931,-11.497775,25.266148,1
SRR11605054.1932,-23.372793,5.511473,4
SRR11605054.1933,-3.490771,-6.5778804,3
SRR11605054.1934,-20.633268,-1.1049826,5
SRR11605054.1935,-1.9035723,-0.22332121,3
SRR11605054.1936,19.655674,22.07999,11
SRR11605054.1937,11.09013,-20.989372,12
SRR11605054.1938,-15.588398,2.8644032,-1
SRR11605054.1939,16.686806,8.779961,12
SRR11605054.1940,-5.150501,-4.043842,3
SRR11605054.1941,-22.136438,-10.465811,2
SRR11605054.1942,-23.99172,4.548712,4
SRR11605054.1943,19.655674,22.07999,11
SRR11605054.1944,-23.99172,4.548712,4
SRR11605054.1945,-18.749378,-19.01963,7
SRR11605054.1946,-14.564994,-19.075214,-1
SRR11605054.1947,8.208043,20.571648,8
SRR11605054.1948,-23.573938,-10.304057,2
SRR11605054.1949,-7.663822,15.12292,0
SRR11605054.1950,8.866707,16.18811,-1
SRR11605054.1951,7.6891146,-2.1093118,-1
SRR11605054.1952,18.43138,-0.93277377,12
SRR11605054.1953,18.679508,-8.599813,12
SRR11605054.1954,5.140157,-10.220888,-1
SRR11605054.1955,-8.562853,13.648703,0
SRR11605054.1956,11.089677,-20.988943,12
SRR11605054.1957,15.89699,-0.41638568,12
SRR11605054.1958,-25.269838,2.7159526,4
SRR11605054.1959,11.088739,-20.988428,12
SRR11605054.1960,-9.098112,14.047127,0
SRR11605054.1961,-19.829245,-1.2401677,5
SRR11605054.1962,8.066768,3.3371544,-1
SRR11605054.1963,11.090971,-20.989983,12
SRR11605054.1964,25.516775,8.486551,10
SRR11605054.1965,-9.434102,-9.623463,-1
SRR11605054.1966,-24.160194,5.6572003,4
SRR11605054.1967,15.373027,0.97894794,12
SRR11605054.1968,-16.739452,-18.055017,7
SRR11605054.1969,5.2959404,-4.3541207,-1
SRR11605054.1970,15.772754,10.414155,12
SRR11605054.1971,-20.819185,6.3816404,-1
SRR11605054.1972,11.087074,-20.98755,12
SRR11605054.1973,-21.287659,5.854207,4
SRR11605054.1974,-9.855874,-1.6809955,3
SRR11605054.1975,-12.891146,-12.750664,9
SRR11605054.1976,-7.030612,15.72525,0
SRR11605054.1977,-11.097017,28.912231,1
SRR11605054.1978,5.0037255,19.907324,8
SRR11605054.1979,12.785158,-19.474028,-1
SRR11605054.1980,-8.1069,3.839499,-1
SRR11605054.1981,-6.972758,3.6179419,-1
SRR11605054.1982,25.277048,7.5513396,10
SRR11605054.1983,-14.62002,-15.556413,-1
SRR11605054.1984,21.26858,7.8077087,-1
SRR11605054.1985,8.435824,9.473614,-1
SRR11605054.1986,5.6595454,-9.689003,-1
SRR11605054.1987,5.6595445,-9.689002,-1
SRR11605054.1988,-7.030616,15.72526,0
SRR11605054.1989,-19.83881,-21.757988,7
SRR11605054.1990,-18.057934,2.8516045,-1
SRR11605054.1991,5.6595454,-9.689003,-1
SRR11605054.1992,25.516775,8.486551,10
SRR11605054.1993,-13.542056,21.901028,1
SRR11605054.1994,8.208043,20.571648,8
SRR11605054.1995,-10.664207,-13.222916,9
SRR11605054.1996,-22.632046,-10.129999,2
SRR11605054.1997,-12.438083,-10.578742,9
SRR11605054.1998,1.4217901,-15.011871,-1
SRR11605054.1999,3.951107,1.9440683,-1
SRR11605054.2000,-9.098127,14.047126,0
SRR11605054.2001,-20.222244,0.063501365,5
SRR11605054.2002,-24.739592,-11.325592,2
SRR11605054.2003,5.2959404,-4.3541207,-1
SRR11605054.2004,9.533175,5.514852,-1
SRR11605054.2005,12.002605,7.3067694,-1
SRR11605054.2006,8.064746,3.336808,-1
SRR11605054.2007,-11.776061,27.96356,1
SRR11605054.2008,-11.776061,27.96356,1
SRR11605054.2009,16.862234,8.527243,12
SRR11605054.2010,15.678918,-7.582028,12
SRR11605054.2011,-21.795832,3.0062876,4
SRR11605054.2012,-24.992825,-10.801431,2
SRR11605054.2013,-24.00766,-10.623758,2
SRR11605054.2014,-3.5047193,-22.353601,-1
SRR11605054.2015,-18.749378,-19.01963,7
SRR11605054.2016,16.8622,8.527264,12
SRR11605054.2017,-24.060495,-10.3714,2
SRR11605054.2018,-5.510333,-0.5986406,-1
SRR11605054.2019,-21.64899,-10.4758215,2
SRR11605054.2020,2.0308626,-14.118759,-1
SRR11605054.2021,-14.797068,29.037586,1
SRR11605054.2022,-0.4272954,-22.25493,-1
SRR11605054.2023,10.314092,-3.550693,-1
SRR11605054.2024,-17.109749,25.488441,1
SRR11605054.2025,-15.451651,23.17676,1
SRR11605054.2026,-7.432831,1.2361485,3
SRR11605054.2027,19.188065,-7.3715906,12
SRR11605054.2028,19.655674,22.07999,11
SRR11605054.2029,2.4777455,-24.138283,-1
SRR11605054.2030,1.447758,-8.366791,-1
SRR11605054.2031,-3.5463479,-6.5447316,3
SRR11605054.2032,-16.891443,-21.935074,7
SRR11605054.2033,-16.811508,-23.043344,7
SRR11605054.2034,19.655674,22.07999,11
SRR11605054.2035,11.087783,-20.988031,12
SRR11605054.2036,18.759531,19.249538,11
SRR11605054.2037,25.516775,8.486551,10
SRR11605054.2038,3.951107,1.9440683,-1
SRR11605054.2039,-4.019858,-13.226288,9
SRR11605054.2040,-19.839035,-21.758404,7
SRR11605054.2041,3.9724467,3.4262877,-1
SRR11605054.2042,-1.1428546,-10.37278,-1
SRR11605054.2043,-9.925135,-23.010948,6
SRR11605054.2044,-21.287659,5.854207,4
SRR11605054.2045,19.662926,4.4830546,12
SRR11605054.2046,10.625817,-20.631401,12
SRR11605054.2047,12.002338,9.216088,-1
SRR11605054.2048,10.625235,-20.63087,12
SRR11605054.2049,19.896082,2.5888543,12
SRR11605054.2050,-23.662107,-9.562519,2
SRR11605054.2051,16.7771,7.9035883,12
SRR11605054.2052,-9.066928,-22.846943,6
SRR11605054.2053,19.665253,4.502646,12
SRR11605054.2054,-10.317196,23.058983,1
SRR11605054.2055,-15.726389,27.754099,1
SRR11605054.2056,19.642809,22.097008,11
SRR11605054.2057,-18.00201,-22.117144,7
SRR11605054.2058,-5.116847,-1.8031592,-1
SRR11605054.2059,10.318228,-3.5491538,-1
SRR11605054.2060,18.504114,3.1955204,12
SRR11605054.2061,19.453598,-7.434271,12
SRR11605054.2062,-5.1780415,15.684807,0
SRR11605054.2063,11.667568,9.174242,-1
SRR11605054.2064,-16.819818,-21.536007,7
SRR11605054.2065,-18.412617,-23.9296,7
SRR11605054.2066,6.4554734,-6.0992956,-1
SRR11605054.2067,-10.766532,-23.996563,6
SRR11605054.2068,8.067846,3.3382602,-1
SRR11605054.2069,-6.917406,-5.746204,-1
SRR11605054.2070,15.563057,4.6809,12
SRR11605054.2071,16.039541,11.755706,12
SRR11605054.2072,10.414086,-21.076204,12
SRR11605054.2073,5.615656,19.490934,8
SRR11605054.2074,5.5608478,19.181524,8
SRR11605054.2075,5.3858247,20.037775,8
SRR11605054.2076,-4.4730268,-16.515347,9
SRR11605054.2077,15.59936,2.5624657,12
SRR11605054.2078,6.6596975,-6.0368347,-1
SRR11605054.2079,16.573515,14.9907055,-1
SRR11605054.2080,16.440739,0.80185574,12
SRR11605054.2081,10.579489,-21.414295,12
SRR11605054.2082,10.332796,-20.911835,12
SRR11605054.2083,18.45204,-8.7437725,12
SRR11605054.2084,-19.683928,-22.06212,7
SRR11605054.2085,3.1206868,5.609947,-1
SRR11605054.2086,-24.522839,-9.937104,2
SRR11605054.2087,-21.518328,6.9039054,4
SRR11605054.2088,-11.934242,29.653727,1
SRR11605054.2089,-24.169853,5.6583037,4
SRR11605054.2090,-10.936714,24.426878,1
SRR11605054.2091,-15.928869,21.548439,1
SRR11605054.2092,-13.097501,23.793743,1
SRR11605054.2093,-13.686752,-23.269438,-1
SRR11605054.2094,18.695862,-1.3977659,12
SRR11605054.2095,16.580183,-1.9755903,12
SRR11605054.2096,11.667568,9.174242,-1
SRR11605054.2097,-19.683838,-22.062296,7
SRR11605054.2098,1.4202933,-8.363788,-1
SRR11605054.2099,-25.374956,5.763455,4
SRR11605054.2100,-19.683838,-22.062296,7
SRR11605054.2101,-11.114872,-2.0694845,3
SRR11605054.2102,2.8350317,4.742054,-1
SRR11605054.2103,4.498842,-10.98567,-1
SRR11605054.2104,-12.114325,23.865898,1
SRR11605054.2105,-15.57679,24.979633,1
SRR11605054.2106,-8.58052,-1.41976,3
SRR11605054.2107,7.586984,9.29756,-1
SRR11605054.2108,-24.004637,4.5582414,4
SRR11605054.2109,-14.174044,-15.037134,-1
SRR11605054.2110,15.471194,0.9602816,12
SRR11605054.2111,-25.63602,2.6424751,4
SRR11605054.2112,-12.776785,-9.958419,9
SRR11605054.2113,-8.193963,-10.316158,-1
SRR11605054.2114,19.348898,20.93016,11
SRR11605054.2115,-22.383764,3.3642323,4
SRR11605054.2116,18.82294,3.3932946,12
SRR11605054.2117,19.706306,4.3741336,12
SRR11605054.2118,-11.254285,-23.326593,6
SRR11605054.2119,-16.986366,-20.702166,7
SRR11605054.2120,12.865767,-16.85265,-1
SRR11605054.2121,-10.215578,-13.420689,9
SRR11605054.2122,-17.650276,-22.170313,7
SRR11605054.2123,-17.8027,-2.0515053,5
SRR11605054.2124,21.43773,15.502337,11
SRR11605054.2125,-9.066928,-22.846943,6
SRR11605054.2126,-12.022885,24.611282,1
SRR11605054.2127,15.066123,18.56473,-1
SRR11605054.2128,5.5077667,3.140945,-1
SRR11605054.2129,4.8237247,-10.422359,-1
SRR11605054.2130,3.348836,4.4739203,-1
SRR11605054.2131,-12.711341,23.652893,1
SRR11605054.2132,4.882182,-11.37543,-1
SRR11605054.2133,-11.913422,28.201385,1
SRR11605054.2134,-3.7951157,-2.355002,3
SRR11605054.2135,10.579438,-21.414213,12
SRR11605054.2136,24.676542,7.2116556,10
SRR11605054.2137,-14.652163,28.165718,1
SRR11605054.2138,-11.913485,28.201164,1
SRR11605054.2139,-19.97938,7.626941,-1
SRR11605054.2140,-10.853122,-1.4329123,3
SRR11605054.2141,18.857197,1.7355785,12
SRR11605054.2142,-11.328809,-24.519236,6
SRR11605054.2143,18.785816,1.3214557,12
SRR11605054.2144,-10.6586075,-13.254726,9
SRR11605054.2145,1.4185946,-15.013275,-1
SRR11605054.2146,-14.599959,-15.563258,-1
SRR11605054.2147,19.413282,-5.8998322,12
SRR11605054.2148,-15.072829,24.370255,1
SRR11605054.2149,-10.538242,-11.43448,9
SRR11605054.2150,15.700688,9.337157,12
SRR11605054.2151,5.921975,20.739798,8
SRR11605054.2152,-23.624424,-9.44723,2
SRR11605054.2153,10.33708,-20.922018,12
SRR11605054.2154,-21.10399,-1.3605199,-1
SRR11605054.2155,-23.38203,5.5219545,4
