ID,tsne dim 1,tsne dim 2,Cluster
SRR11605054.1736,3.4633656,14.3538475,-1
SRR11605054.1737,-1.924072,4.102109,-1
SRR11605054.1738,5.89459,-21.439804,11
SRR11605054.1739,6.6225553,-0.81561553,11
SRR11605054.1740,11.46776,13.930613,-1
SRR11605054.1741,-10.890113,-13.464617,3
SRR11605054.1742,3.3010542,-18.69347,11
SRR11605054.1743,5.092998,-4.056118,11
SRR11605054.1744,14.66608,14.763458,5
SRR11605054.1745,15.049756,14.222378,5
SRR11605054.1746,-15.461035,-6.9544144,-1
SRR11605054.1747,4.2566223,-5.1024127,11
SRR11605054.1748,1.2758164,-11.090909,11
SRR11605054.1749,15.05036,14.221987,5
SRR11605054.1750,2.1484766,-7.6001434,11
SRR11605054.1751,1.7323644,12.356545,-1
SRR11605054.1752,1.499732,-23.048141,11
SRR11605054.1753,6.6228094,-0.81574136,11
SRR11605054.1754,2.950944,-19.594805,11
SRR11605054.1755,6.6218796,-0.8155789,11
SRR11605054.1756,-5.433047,-15.144973,-1
SRR11605054.1757,2.8921163,-5.569042,11
SRR11605054.1758,-5.6572704,-2.325828,-1
SRR11605054.1759,4.1467934,-18.625013,11
SRR11605054.1760,-0.20851088,-8.796488,11
SRR11605054.1761,-21.937597,-1.7314835,1
SRR11605054.1762,-13.538362,1.9689834,0
SRR11605054.1763,14.954818,7.733212,4
SRR11605054.1764,9.655175,-11.595626,-1
SRR11605054.1765,-8.845119,-15.145684,3
SRR11605054.1766,-21.839722,-0.23913069,1
SRR11605054.1767,3.725871,26.840767,8
SRR11605054.1768,6.621499,-0.81504077,11
SRR11605054.1769,8.521105,-5.713777,-1
SRR11605054.1770,-0.98139596,-10.270873,11
SRR11605054.1771,-1.4064733,-1.4990189,-1
SRR11605054.1772,6.62254,-0.8156111,11
SRR11605054.1773,3.6127083,-21.866743,11
SRR11605054.1774,1.499732,-23.048141,11
SRR11605054.1775,6.6226625,-0.8157868,11
SRR11605054.1776,-21.519419,-3.1590507,1
SRR11605054.1777,-3.9921374,-2.6790688,-1
SRR11605054.1778,-9.430202,-15.298962,3
SRR11605054.1779,-11.218422,-3.6488223,-1
SRR11605054.1780,-0.2647237,-22.242151,11
SRR11605054.1781,6.6218143,-0.8147821,11
SRR11605054.1782,8.835443,-12.726622,-1
SRR11605054.1783,3.9238584,17.352884,-1
SRR11605054.1784,-15.061145,-7.2771964,-1
SRR11605054.1785,11.999977,21.922808,2
SRR11605054.1786,5.488504,-4.719093,11
SRR11605054.1787,-4.9121084,0.24292694,-1
SRR11605054.1788,4.406805,-19.218525,11
SRR11605054.1789,0.69758064,-9.247429,11
SRR11605054.1790,0.6974995,-9.247236,11
SRR11605054.1791,-1.2098916,-12.733213,11
SRR11605054.1792,-1.2701018,-12.24121,11
SRR11605054.1793,3.6665463,23.978981,8
SRR11605054.1794,-11.165844,-13.707501,3
SRR11605054.1795,7.299183,-0.8666147,11
SRR11605054.1796,-4.7775064,12.633341,10
SRR11605054.1797,10.54359,18.72612,2
SRR11605054.1798,11.118923,22.434563,2
SRR11605054.1799,10.162961,-4.827751,-1
SRR11605054.1800,-0.10500918,-14.459693,11
SRR11605054.1801,2.9736323,-5.323942,11
SRR11605054.1802,7.298875,-0.8657804,11
SRR11605054.1803,-9.503245,-14.434629,3
SRR11605054.1804,6.251057,24.124418,-1
SRR11605054.1805,4.467043,-17.596458,11
SRR11605054.1806,-21.686922,0.25000975,1
SRR11605054.1807,4.7230654,11.349069,7
SRR11605054.1808,1.5930102,-10.53131,11
SRR11605054.1809,3.080288,24.558155,8
SRR11605054.1810,15.298085,6.189233,4
SRR11605054.1811,7.1106243,15.819523,-1
SRR11605054.1812,7.29629,-0.86631507,11
SRR11605054.1813,9.658614,-12.420562,-1
SRR11605054.1814,-3.9938984,-2.679521,-1
SRR11605054.1815,-14.0379,1.7230867,0
SRR11605054.1816,9.732202,-12.527365,-1
SRR11605054.1817,7.2982554,-0.8653442,11
SRR11605054.1818,7.2952924,-0.8658644,11
SRR11605054.1819,-6.9284577,-19.920582,6
SRR11605054.1820,0.91108245,-12.39351,11
SRR11605054.1821,0.71709985,-9.258344,11
SRR11605054.1822,-21.073984,-4.827703,1
SRR11605054.1823,-4.3338737,11.53127,10
SRR11605054.1824,5.5364094,12.311309,7
SRR11605054.1825,7.2949467,-0.8654309,11
SRR11605054.1826,-0.038835026,9.092679,10
SRR11605054.1827,14.61367,10.865928,5
SRR11605054.1828,7.29775,-0.86604613,11
SRR11605054.1829,-5.601388,2.1044114,-1
SRR11605054.1830,-6.9284577,-19.920582,6
SRR11605054.1831,1.9607378,21.479357,9
SRR11605054.1832,14.076498,13.995567,5
SRR11605054.1833,-5.559847,9.213677,-1
SRR11605054.1834,-5.5189843,9.16222,-1
SRR11605054.1835,1.8894908,-13.32605,11
SRR11605054.1836,-5.2598486,2.546553,-1
SRR11605054.1837,7.2964954,-0.8668455,11
SRR11605054.1838,2.1924748,-4.136569,11
SRR11605054.1839,1.3198112,-14.40139,11
SRR11605054.1840,1.8894112,-4.5987625,11
SRR11605054.1841,0.84255946,-12.854155,11
SRR11605054.1842,-12.799671,0.53201,0
SRR11605054.1843,-0.076234415,-11.057724,11
SRR11605054.1844,-23.756199,-5.974568,1
SRR11605054.1845,1.3198112,-14.40139,11
SRR11605054.1846,-2.7457056,5.9383554,-1
SRR11605054.1847,14.08324,7.893566,4
SRR11605054.1848,1.8912817,-7.073935,11
SRR11605054.1849,0.8703515,-7.935617,11
SRR11605054.1850,7.2949066,-0.8673963,11
SRR11605054.1851,2.27665,19.19184,9
SRR11605054.1852,7.295825,-0.86656725,11
SRR11605054.1853,7.295728,-0.86573994,11
SRR11605054.1854,2.990196,-8.636353,11
SRR11605054.1855,-13.409546,1.2106551,0
SRR11605054.1856,5.0549216,7.3189464,-1
SRR11605054.1857,-5.4328504,-15.14294,-1
SRR11605054.1858,6.7156553,-2.3191445,11
SRR11605054.1859,-21.073984,-4.827703,1
SRR11605054.1860,-21.073984,-4.827703,1
SRR11605054.1861,3.465641,14.352993,-1
SRR11605054.1862,2.1262667,21.994497,9
SRR11605054.1863,-1.9241062,4.1017466,-1
SRR11605054.1864,-5.7354636,-5.3289533,-1
SRR11605054.1865,-23.756199,-5.974568,1
SRR11605054.1866,5.5364094,12.311309,7
SRR11605054.1867,4.9386597,7.378868,-1
SRR11605054.1868,-20.266949,-7.1492805,1
SRR11605054.1869,-6.0756726,-8.703653,-1
SRR11605054.1870,-6.028901,-8.804942,-1
SRR11605054.1871,-24.876999,-5.5596857,1
SRR11605054.1872,-1.1113898,10.251801,-1
SRR11605054.1873,-1.7703451,-16.541943,11
SRR11605054.1874,15.198057,14.0461645,5
SRR11605054.1875,-13.867941,1.0699956,0
SRR11605054.1876,-1.1113898,10.251801,-1
SRR11605054.1877,-23.764223,-4.604132,1
SRR11605054.1878,3.2202797,24.49919,8
SRR11605054.1879,14.76169,7.6921735,4
SRR11605054.1880,16.042,7.6744976,4
SRR11605054.1881,5.807474,15.63678,7
SRR11605054.1882,-5.4328504,-15.14294,-1
SRR11605054.1883,6.0914283,10.486902,7
SRR11605054.1884,1.3578391,19.708551,9
SRR11605054.1885,9.018331,12.909483,-1
SRR11605054.1886,6.25489,-21.341492,11
SRR11605054.1887,7.2975492,-0.8658448,11
SRR11605054.1888,7.2971244,-0.86502963,11
SRR11605054.1889,5.054903,7.3189363,-1
SRR11605054.1890,-4.58507,8.084498,-1
SRR11605054.1891,13.411859,16.112074,-1
SRR11605054.1892,11.324328,21.851484,2
SRR11605054.1893,-23.704937,-1.916415,1
SRR11605054.1894,7.299049,-0.86564225,11
SRR11605054.1895,-6.9284577,-19.920582,6
SRR11605054.1896,-7.399387,-19.365189,6
SRR11605054.1897,-22.28399,-0.889448,1
SRR11605054.1898,7.298996,-0.8661485,11
SRR11605054.1899,13.395772,12.651093,5
SRR11605054.1900,7.1096635,15.821538,-1
SRR11605054.1901,4.808075,25.267359,8
SRR11605054.1902,-6.9284577,-19.920582,6
SRR11605054.1903,7.1096635,15.821538,-1
SRR11605054.1904,11.324035,21.851728,2
SRR11605054.1905,15.298048,6.1892533,4
SRR11605054.1906,7.2924,-0.8674331,11
SRR11605054.1907,8.849797,-11.589455,-1
SRR11605054.1908,-14.09443,3.1297953,0
SRR11605054.1909,-23.934294,-6.3004894,1
SRR11605054.1910,2.0013309,21.973593,9
SRR11605054.1911,-22.626207,-1.5901667,1
SRR11605054.1912,-2.0569818,19.779581,-1
SRR11605054.1913,7.294624,-0.8658495,11
SRR11605054.1914,-21.073984,-4.827703,1
SRR11605054.1915,4.839646,-6.7393904,11
SRR11605054.1916,3.6715438,24.82967,8
SRR11605054.1917,-11.1803465,-7.6029,-1
SRR11605054.1918,5.18078,25.419857,8
SRR11605054.1919,3.9219737,27.961082,8
SRR11605054.1920,4.983547,-21.64869,-1
SRR11605054.1921,-21.818611,-5.958,1
SRR11605054.1922,-14.194199,-7.647908,-1
SRR11605054.1923,-0.6678938,-14.596942,11
SRR11605054.1924,-0.7229525,-13.883021,11
SRR11605054.1925,15.028346,8.158496,4
SRR11605054.1926,6.3280253,10.2503395,7
SRR11605054.1927,-3.9571288,-15.979662,11
SRR11605054.1928,-19.491617,-1.293017,1
SRR11605054.1929,-21.55744,-2.791779,1
SRR11605054.1930,-0.47397602,-15.113093,11
SRR11605054.1931,-23.352552,-2.6228423,1
SRR11605054.1932,1.2105199,20.23917,9
SRR11605054.1933,0.97913295,8.329803,10
SRR11605054.1934,3.4987776,24.222414,8
SRR11605054.1935,-5.561741,9.215216,-1
SRR11605054.1936,1.2584445,-23.098438,11
SRR11605054.1937,7.294485,-0.86407816,11
SRR11605054.1938,-0.72768825,15.528378,-1
SRR11605054.1939,-0.38632995,-15.562404,11
SRR11605054.1940,-1.1113844,10.251806,-1
SRR11605054.1941,10.944345,20.2293,2
SRR11605054.1942,2.27665,19.19184,9
SRR11605054.1943,1.25846,-23.098438,11
SRR11605054.1944,2.27665,19.19184,9
SRR11605054.1945,12.130543,12.727828,5
SRR11605054.1946,11.89582,11.456864,-1
SRR11605054.1947,-9.503245,-14.434629,3
SRR11605054.1948,11.003176,21.240265,2
SRR11605054.1949,-14.0379,1.7230867,0
SRR11605054.1950,-7.238367,-13.396133,3
SRR11605054.1951,-8.220879,-11.048152,-1
SRR11605054.1952,1.3317559,-9.63887,11
SRR11605054.1953,4.5548706,-4.964155,11
SRR11605054.1954,4.958641,7.398843,-1
SRR11605054.1955,-13.555198,3.0574925,0
SRR11605054.1956,7.299468,-0.8663469,11
SRR11605054.1957,-0.3615135,-9.262675,11
SRR11605054.1958,3.868009,19.551844,9
SRR11605054.1959,7.2948713,-0.86557204,11
SRR11605054.1960,-14.09783,3.131639,0
SRR11605054.1961,3.7601233,24.828756,8
SRR11605054.1962,7.637219,-8.6286335,-1
SRR11605054.1963,7.2961807,-0.8670052,11
SRR11605054.1964,-6.9284577,-19.920582,6
SRR11605054.1965,-5.2512827,2.5539718,-1
SRR11605054.1966,1.3578391,19.708551,9
SRR11605054.1967,-0.94009614,-10.263951,11
SRR11605054.1968,11.980119,16.041584,-1
SRR11605054.1969,-5.657594,-2.3257482,-1
SRR11605054.1970,-1.3326399,-16.877375,11
SRR11605054.1971,1.0181518,17.328722,9
SRR11605054.1972,7.2910504,-0.863475,11
SRR11605054.1973,1.5047334,17.867138,9
SRR11605054.1974,-4.098283,13.480782,10
SRR11605054.1975,3.465641,14.352993,-1
SRR11605054.1976,-13.867941,1.0699956,0
SRR11605054.1977,-24.426783,-5.2210927,1
SRR11605054.1978,-10.383507,-12.975858,3
SRR11605054.1979,6.715663,-2.319136,11
SRR11605054.1980,-16.825474,-7.372478,-1
SRR11605054.1981,-15.831204,-7.4329267,-1
SRR11605054.1982,-7.444615,-19.360716,6
SRR11605054.1983,9.018296,12.909482,-1
SRR11605054.1984,2.4280632,-15.273068,11
SRR11605054.1985,-11.186441,-8.857399,-1
SRR11605054.1986,-1.3926529,-1.5657964,-1
SRR11605054.1987,-1.3926529,-1.5657964,-1
SRR11605054.1988,-13.867903,1.070002,0
SRR11605054.1989,15.198057,14.0461645,5
SRR11605054.1990,7.8083467,22.140818,-1
SRR11605054.1991,-1.3926529,-1.5657964,-1
SRR11605054.1992,-6.9284577,-19.920582,6
SRR11605054.1993,-20.50993,-0.68838847,1
SRR11605054.1994,-9.503245,-14.434629,3
SRR11605054.1995,1.7236314,12.332626,-1
SRR11605054.1996,10.665275,20.6568,2
SRR11605054.1997,-7.1899385,3.9271712,-1
SRR11605054.1998,-1.7180539,1.3137847,-1
SRR11605054.1999,9.903122,-10.147463,-1
SRR11605054.2000,-14.09443,3.1297953,0
SRR11605054.2001,3.6797981,23.712112,8
SRR11605054.2002,12.011094,21.927212,2
SRR11605054.2003,-5.657594,-2.3257482,-1
SRR11605054.2004,15.258893,4.159895,-1
SRR11605054.2005,-2.1630688,-17.988503,11
SRR11605054.2006,7.6382747,-8.628815,-1
SRR11605054.2007,-23.764223,-4.604132,1
SRR11605054.2008,-23.764223,-4.604132,1
SRR11605054.2009,-0.36754575,-15.310411,11
SRR11605054.2010,1.8894227,-4.5986514,11
SRR11605054.2011,2.0013309,21.973593,9
SRR11605054.2012,11.722983,22.169752,2
SRR11605054.2013,11.299442,21.515503,2
SRR11605054.2014,12.110911,3.668896,-1
SRR11605054.2015,12.130543,12.727828,5
SRR11605054.2016,-0.36754575,-15.310411,11
SRR11605054.2017,11.19026,21.537672,2
SRR11605054.2018,-2.49738,9.398404,10
SRR11605054.2019,10.842941,19.863787,2
SRR11605054.2020,-2.47282,1.1659871,-1
SRR11605054.2021,-21.818611,-5.958,1
SRR11605054.2022,9.898287,5.092101,-1
SRR11605054.2023,-6.0819483,-8.470567,-1
SRR11605054.2024,-19.329353,-3.9942577,1
SRR11605054.2025,-19.926857,-2.2382462,1
SRR11605054.2026,-3.5820272,10.884913,10
SRR11605054.2027,3.7828135,-6.1995215,11
SRR11605054.2028,1.2584456,-23.098438,11
SRR11605054.2029,11.238907,0.8631973,-1
SRR11605054.2030,-1.9241062,4.1017466,-1
SRR11605054.2031,0.9496776,8.369248,10
SRR11605054.2032,13.606775,12.491147,5
SRR11605054.2033,13.467845,11.82153,5
SRR11605054.2034,1.2584456,-23.098438,11
SRR11605054.2035,7.2996397,-0.86544293,11
SRR11605054.2036,3.1156366,-21.780361,11
SRR11605054.2037,-6.9284577,-19.920582,6
SRR11605054.2038,9.903121,-10.147459,-1
SRR11605054.2039,4.7230654,11.349069,7
SRR11605054.2040,15.198057,14.0461645,5
SRR11605054.2041,9.469821,-11.466605,-1
SRR11605054.2042,10.227595,-4.8524933,-1
SRR11605054.2043,15.035081,6.935348,4
SRR11605054.2044,1.5047334,17.867138,9
SRR11605054.2045,1.8894902,-13.326039,11
SRR11605054.2046,7.2956877,-0.86654305,11
SRR11605054.2047,-2.8328645,-20.025969,-1
SRR11605054.2048,7.298863,-0.8678218,11
SRR11605054.2049,2.4660814,-12.035689,11
SRR11605054.2050,10.429225,21.424242,2
SRR11605054.2051,-0.09811338,-14.980569,11
SRR11605054.2052,15.25833,6.1583657,4
SRR11605054.2053,1.8939282,-13.344948,11
SRR11605054.2054,-21.095577,-1.1723597,1
SRR11605054.2055,-20.985846,-5.008527,1
SRR11605054.2056,1.2044265,-23.086456,11
SRR11605054.2057,14.027507,13.184458,5
SRR11605054.2058,-3.1762133,10.064073,10
SRR11605054.2059,-6.0801206,-8.47217,-1
SRR11605054.2060,0.9312219,-12.432443,11
SRR11605054.2061,4.138072,-6.081788,11
SRR11605054.2062,-13.22399,-0.50529337,0
SRR11605054.2063,-2.653028,-19.908447,-1
SRR11605054.2064,13.399986,12.629129,5
SRR11605054.2065,16.517324,13.192763,5
SRR11605054.2066,-3.9933772,-2.680516,-1
SRR11605054.2067,15.612295,7.966738,4
SRR11605054.2068,7.6365657,-8.627415,-1
SRR11605054.2069,0.10374916,10.994166,-1
SRR11605054.2070,-1.1308135,-12.838164,11
SRR11605054.2071,-1.501079,-17.639286,11
SRR11605054.2072,7.698092,-0.43000004,11
SRR11605054.2073,-11.050067,-12.759633,3
SRR11605054.2074,-11.04381,-12.577065,3
SRR11605054.2075,-10.603653,-13.215284,3
SRR11605054.2076,7.6005764,11.084894,7
SRR11605054.2077,-0.9199794,-11.487516,11
SRR11605054.2078,-3.9703372,-2.7531998,-1
SRR11605054.2079,6.1542916,-17.859446,-1
SRR11605054.2080,-0.1527205,-10.422506,11
SRR11605054.2081,7.6978216,-0.43008798,11
SRR11605054.2082,7.69797,-0.43018383,11
SRR11605054.2083,4.1773295,-5.154517,11
SRR11605054.2084,15.173717,13.684317,5
SRR11605054.2085,9.721933,-13.307271,-1
SRR11605054.2086,10.924873,22.067081,2
SRR11605054.2087,1.4199471,17.567118,9
SRR11605054.2088,-23.73159,-6.0142655,1
SRR11605054.2089,1.358626,19.710617,9
SRR11605054.2090,-23.488136,-1.7980684,1
SRR11605054.2091,-18.729824,-1.5476786,1
SRR11605054.2092,-21.742672,-1.7169496,1
SRR11605054.2093,15.372119,10.286833,-1
SRR11605054.2094,1.7667702,-9.416111,11
SRR11605054.2095,0.36712208,-8.417101,11
SRR11605054.2096,-2.653028,-19.908447,-1
SRR11605054.2097,15.173717,13.684317,5
SRR11605054.2098,-1.8792601,4.1644263,-1
SRR11605054.2099,1.7953616,20.986673,9
SRR11605054.2100,15.173717,13.684317,5
SRR11605054.2101,-3.3968759,14.330625,10
SRR11605054.2102,10.011107,-12.647741,-1
SRR11605054.2103,5.309608,7.100124,-1
SRR11605054.2104,-22.540007,-1.3668975,1
SRR11605054.2105,-20.558432,-3.3029294,1
SRR11605054.2106,-4.754582,12.629894,10
SRR11605054.2107,-10.675318,-8.51791,-1
SRR11605054.2108,2.2813187,19.182928,9
SRR11605054.2109,8.742304,12.897722,-1
SRR11605054.2110,-0.8675671,-10.281417,11
SRR11605054.2111,4.1524525,19.555843,9
SRR11605054.2112,-7.9347115,4.3105903,-1
SRR11605054.2113,-4.111164,2.1340344,-1
SRR11605054.2114,1.8286753,-22.440266,11
SRR11605054.2115,2.355016,21.486122,9
SRR11605054.2116,1.0874549,-12.662302,11
SRR11605054.2117,1.9198929,-13.2752695,11
SRR11605054.2118,15.023176,8.147731,4
SRR11605054.2119,13.939377,15.015091,5
SRR11605054.2120,5.346206,-1.9929773,11
SRR11605054.2121,1.6765395,12.073719,-1
SRR11605054.2122,13.987871,12.900592,5
SRR11605054.2123,4.743788,26.059513,8
SRR11605054.2124,3.3139243,-18.659986,11
SRR11605054.2125,15.258298,6.1583996,4
SRR11605054.2126,-22.850956,-2.0578742,1
SRR11605054.2127,7.0858054,-19.90018,-1
SRR11605054.2128,-3.594457,-10.439417,-1
SRR11605054.2129,5.0586295,7.3158374,-1
SRR11605054.2130,9.64684,-12.432917,-1
SRR11605054.2131,-22.034792,-1.402999,1
SRR11605054.2132,5.5452642,6.806587,-1
SRR11605054.2133,-23.67155,-4.832759,1
SRR11605054.2134,-4.285214,9.577124,-1
SRR11605054.2135,7.6981583,-0.42999637,11
SRR11605054.2136,-7.2114453,-18.772856,6
SRR11605054.2137,-21.804642,-4.696799,1
SRR11605054.2138,-23.67155,-4.832759,1
SRR11605054.2139,0.12680802,16.887123,-1
SRR11605054.2140,-3.8494735,14.289647,10
SRR11605054.2141,1.4758801,-11.416252,11
SRR11605054.2142,15.808274,8.756057,-1
SRR11605054.2143,1.3861947,-11.190843,11
SRR11605054.2144,1.6427402,12.310824,-1
SRR11605054.2145,-1.7179687,1.3150367,-1
SRR11605054.2146,9.005475,12.882381,-1
SRR11605054.2147,3.7416127,-7.112318,11
SRR11605054.2148,-20.69782,-2.7113798,1
SRR11605054.2149,-4.7599616,4.1861396,-1
SRR11605054.2150,-1.4143838,-16.106083,11
SRR11605054.2151,-11.16069,-13.701997,3
SRR11605054.2152,10.323009,21.419811,2
SRR11605054.2153,7.697789,-0.43007055,11
SRR11605054.2154,4.2049336,23.992083,8
SRR11605054.2155,1.2088492,20.228468,9
SRR11605054.2156,10.421964,18.658035,2
SRR11605054.2157,7.105265,15.824803,-1
SRR11605054.2158,4.1524525,19.555843,9
SRR11605054.2159,7.6971736,-0.43040046,11
SRR11605054.2160,9.890455,5.134338,-1
SRR11605054.2161,15.30336,13.1400795,5
SRR11605054.2162,-6.0313497,-8.6905575,-1
SRR11605054.2163,-3.6128452,10.922142,10
SRR11605054.2164,1.76678,-9.416157,11
SRR11605054.2165,0.698628,19.484865,9
SRR11605054.2166,-15.210563,-7.3114514,-1
SRR11605054.2167,9.275813,22.234612,2
SRR11605054.2168,-10.708343,1.2325021,-1
SRR11605054.2169,7.6980996,-0.4300185,11
SRR11605054.2170,-2.6606615,-19.650484,-1
SRR11605054.2171,-0.074602835,-8.765087,11
SRR11605054.2172,-1.7179673,1.3150369,-1
SRR11605054.2173,-4.919162,9.205787,-1
SRR11605054.2174,-2.653028,-19.908447,-1
SRR11605054.2175,-24.893532,-2.4759774,1
SRR11605054.2176,-5.2100754,4.0218625,-1
SRR11605054.2177,11.492675,21.773409,2
SRR11605054.2178,-7.505314,4.3902264,-1
SRR11605054.2179,-3.9593241,-2.7565596,-1
SRR11605054.2180,11.749872,22.169243,2
SRR11605054.2181,-20.985846,-5.008527,1
SRR11605054.2182,-22.552946,-3.0242581,1
SRR11605054.2183,0.120302364,10.002353,10
SRR11605054.2184,3.3880837,-19.85112,11
SRR11605054.2185,2.2813187,19.182928,9
SRR11605054.2186,4.724922,11.3548155,7
SRR11605054.2187,0.08232022,-11.602853,11
SRR11605054.2188,2.4892194,-5.8590364,11
SRR11605054.2189,2.9470239,-19.596216,11
SRR11605054.2190,2.9202824,-8.641994,11
SRR11605054.2191,-3.9593241,-2.7565596,-1
SRR11605054.2192,10.851151,21.182352,2
SRR11605054.2193,14.073902,13.922463,5
SRR11605054.2194,6.368962,15.728748,-1
SRR11605054.2195,-11.188516,-8.859485,-1
SRR11605054.2196,-3.9539993,-15.981353,11
SRR11605054.2197,14.004964,13.791772,5
SRR11605054.2198,5.3461766,-1.9929785,11
SRR11605054.2199,-24.453945,-3.8483853,1
SRR11605054.2200,-23.67155,-4.832759,1
SRR11605054.2201,-3.5644853,14.178314,10
SRR11605054.2202,-22.86391,-1.8919182,1
SRR11605054.2203,0.9312219,-12.432443,11
SRR11605054.2204,8.607759,-0.3558292,11
SRR11605054.2205,7.697664,-0.43010637,11
SRR11605054.2206,4.743788,26.059513,8
SRR11605054.2207,-3.7192426,0.70746,-1
SRR11605054.2208,15.258298,6.1583996,4
SRR11605054.2209,-13.998437,0.62844163,0
SRR11605054.2210,-20.602278,-2.1223686,1
SRR11605054.2211,15.258298,6.1583996,4
SRR11605054.2212,-22.607903,-0.8859896,1
SRR11605054.2213,-0.97753453,10.010419,10
SRR11605054.2214,-21.675476,-4.324331,1
SRR11605054.2215,-1.0198375,-12.833913,11
SRR11605054.2216,-10.424131,-14.444399,3
SRR11605054.2217,-14.027843,1.7207668,0
SRR11605054.2218,-6.0244875,-8.806724,-1
SRR11605054.2219,-10.932316,-8.682187,-1
SRR11605054.2220,-6.1144133,-8.582153,-1
SRR11605054.2221,-2.9773192,9.667419,10
SRR11605054.2222,-1.2465792,11.490815,10
SRR11605054.2223,-1.2596176,11.512359,10
SRR11605054.2224,13.600874,12.479626,5
SRR11605054.2225,-5.3192134,2.426017,-1
SRR11605054.2226,1.0874594,-12.662391,11
SRR11605054.2227,-21.918736,-1.761961,1
SRR11605054.2228,-5.9211564,-13.411471,-1
SRR11605054.2229,-7.395377,-19.364765,6
SRR11605054.2230,-23.553413,-0.8441333,1
SRR11605054.2231,11.130264,21.331383,2
SRR11605054.2232,3.2936127,-18.694714,11
SRR11605054.2233,0.95214623,-21.027895,11
SRR11605054.2234,-9.063439,-15.613349,3
SRR11605054.2235,-20.918814,-0.5277325,1
SRR11605054.2236,15.259116,5.0661564,4
SRR11605054.2237,-5.476381,3.5433042,-1
SRR11605054.2238,14.613148,8.1864805,4
SRR11605054.2239,0.7733149,-9.282605,11
SRR11605054.2240,2.153445,-13.013873,11
SRR11605054.2241,-10.675318,-8.51791,-1
SRR11605054.2242,-11.262772,-3.6400077,-1
SRR11605054.2243,-2.6066296,4.367504,-1
SRR11605054.2244,7.6978607,-0.4300796,11
SRR11605054.2245,9.890455,5.134338,-1
SRR11605054.2246,1.0043972,7.901221,-1
SRR11605054.2247,-23.67155,-4.832759,1
SRR11605054.2248,3.3092253,-21.8344,11
SRR11605054.2249,-21.1646,-2.2530055,1
SRR11605054.2250,7.6975226,-0.42998207,11
SRR11605054.2251,2.947023,-19.596209,11
SRR11605054.2252,1.6996112,12.290951,-1
SRR11605054.2253,-11.210811,-3.6623814,-1
SRR11605054.2254,7.6978674,-0.43027672,11
SRR11605054.2255,4.7850304,26.043392,8
SRR11605054.2256,11.024167,21.251787,2
SRR11605054.2257,7.6974263,-0.4304173,11
SRR11605054.2258,-1.3136132,15.023228,-1
SRR11605054.2259,7.698078,-0.43008372,11
SRR11605054.2260,-5.2100983,4.0219526,-1
SRR11605054.2261,9.64684,-12.432917,-1
SRR11605054.2262,-1.9451821,-11.4487295,11
SRR11605054.2263,14.130687,7.2937713,4
SRR11605054.2264,-15.119589,-7.278976,-1
SRR11605054.2265,11.473735,13.9242735,-1
SRR11605054.2266,3.7791972,19.19961,9
SRR11605054.2267,-1.1664081,-15.173927,11
SRR11605054.2268,11.238863,0.86371356,-1
SRR11605054.2269,3.33742,26.890547,8
SRR11605054.2270,14.348029,7.250139,4
SRR11605054.2271,0.93156594,18.216448,9
SRR11605054.2272,6.088864,10.490396,7
SRR11605054.2273,10.049015,18.331757,-1
SRR11605054.2274,0.16048035,13.742357,-1
SRR11605054.2275,1.6485654,21.01617,9
SRR11605054.2276,12.256666,21.065195,2
SRR11605054.2277,-20.095478,-1.5717908,1
SRR11605054.2278,6.715577,14.183332,7
SRR11605054.2279,-5.422387,-15.154225,-1
SRR11605054.2280,4.177383,-5.15442,11
SRR11605054.2281,2.7476015,-18.346596,11
SRR11605054.2282,7.697362,-0.4302899,11
SRR11605054.2283,15.173692,13.684284,5
SRR11605054.2284,1.8939298,-13.344954,11
SRR11605054.2285,4.743788,26.059513,8
SRR11605054.2286,3.8348875,27.354296,8
SRR11605054.2287,4.330074,26.984337,8
SRR11605054.2288,9.892426,5.0961647,-1
SRR11605054.2289,7.6973004,-0.4304337,11
SRR11605054.2290,1.0513669,-5.2081833,11
SRR11605054.2291,-2.9297862,-5.7373123,-1
SRR11605054.2292,-2.6587188,-8.965838,-1
SRR11605054.2293,1.4657376,6.647941,-1
SRR11605054.2294,11.618265,20.486052,2
SRR11605054.2295,8.837842,-12.738539,-1
SRR11605054.2296,-6.162928,-8.532128,-1
SRR11605054.2297,-20.76752,-6.7607307,1
SRR11605054.2298,-19.525858,-7.3133755,1
SRR11605054.2299,-6.9589686,6.418353,-1
SRR11605054.2300,7.6976056,-0.43037108,11
SRR11605054.2301,4.530901,-6.3721786,11
SRR11605054.2302,-2.3429792,-14.348141,11
SRR11605054.2303,13.600859,12.479649,5
SRR11605054.2304,1.2044265,-23.086456,11
SRR11605054.2305,0.64804745,-23.33376,11
SRR11605054.2306,7.110945,-19.665413,-1
SRR11605054.2307,7.0887957,0.10407592,11
SRR11605054.2308,1.2089912,-23.09032,11
SRR11605054.2309,4.9853363,-4.106123,11
SRR11605054.2310,-1.9216738,4.102404,-1
SRR11605054.2311,-3.9971929,-2.6723783,-1
SRR11605054.2312,-11.207111,-3.668208,-1
SRR11605054.2313,14.363161,4.579917,4
SRR11605054.2314,14.36318,4.5798945,4
SRR11605054.2315,7.0981913,0.10491564,11
SRR11605054.2316,-22.110233,-6.4859977,1
