ID,tsne dim 1,tsne dim 2,Clusters
SRR11605054.1299,-0.046445552,3.2453988,-1
SRR11605054.1300,-0.046447888,3.245399,-1
SRR11605054.1301,-5.752477,-6.9438047,-1
SRR11605054.1302,-6.7725315,8.565274,-1
SRR11605054.1303,-6.3582788,5.86207,17
SRR11605054.1304,-2.6333818,-1.3520976,-1
SRR11605054.1305,-12.358869,2.0346396,2
SRR11605054.1306,9.430261,-5.165988,11
SRR11605054.1307,-2.2422967,8.824463,3
SRR11605054.1308,-8.45963,2.1408548,20
SRR11605054.1309,7.2662673,1.4586276,23
SRR11605054.1310,-13.413974,1.0043504,2
SRR11605054.1311,-10.193469,-4.948792,5
SRR11605054.1312,13.983837,2.0045907,13
SRR11605054.1313,14.190393,2.711787,13
SRR11605054.1314,-1.5854486,8.579359,3
SRR11605054.1315,0.65368646,4.2377744,-1
SRR11605054.1316,2.930291,-12.340606,8
SRR11605054.1317,3.0873387,0.26000178,22
SRR11605054.1318,9.188791,-1.3188838,-1
SRR11605054.1319,3.3183775,5.7908154,10
SRR11605054.1320,-11.575354,5.2144446,1
SRR11605054.1321,0.66927475,-0.26323247,22
SRR11605054.1322,0.44615895,-11.265599,8
SRR11605054.1323,-9.823853,-1.6530641,5
SRR11605054.1324,-2.2428775,-7.479544,4
SRR11605054.1325,-12.365082,0.21275972,2
SRR11605054.1326,-1.8570517,7.9856653,3
SRR11605054.1327,0.5319068,-3.6577158,-1
SRR11605054.1328,4.5619245,-5.5513296,7
SRR11605054.1329,-2.1382134,3.842016,14
SRR11605054.1330,7.9071383,-0.42555854,23
SRR11605054.1331,3.082234,-0.07190425,22
SRR11605054.1332,3.0822341,-0.071904235,22
SRR11605054.1333,0.66921204,-0.26319444,22
SRR11605054.1334,0.817415,6.1924706,-1
SRR11605054.1335,8.112899,-6.228071,11
SRR11605054.1336,7.9320145,-6.2324734,11
SRR11605054.1337,-13.551362,-0.07876414,2
SRR11605054.1338,-5.050149,0.1742997,-1
SRR11605054.1339,8.149218,0.58914816,23
SRR11605054.1340,3.245044,2.4902418,-1
SRR11605054.1341,-9.404573,8.855823,18
SRR11605054.1342,-0.77337503,-12.039804,8
SRR11605054.1343,-11.124829,2.7289262,2
SRR11605054.1344,-10.946095,7.008157,1
SRR11605054.1345,0.66927475,-0.26323247,22
SRR11605054.1346,10.010763,3.420921,15
SRR11605054.1347,-6.155211,-0.7900375,-1
SRR11605054.1348,0.6692121,-0.26319456,22
SRR11605054.1349,-0.7735743,-12.039556,8
SRR11605054.1350,13.750015,1.7868754,13
SRR11605054.1351,1.7446135,-5.0499825,-1
SRR11605054.1352,-0.6082384,3.6172848,-1
SRR11605054.1353,3.9991834,0.74631304,23
SRR11605054.1354,3.0873091,0.2600075,22
SRR11605054.1355,-5.550527,-3.3377013,-1
SRR11605054.1356,11.867005,-0.56780016,-1
SRR11605054.1357,-11.18371,1.5866808,2
SRR11605054.1358,2.7343357,0.5345181,22
SRR11605054.1359,3.0873387,0.26000178,22
SRR11605054.1360,0.57454604,-10.920026,8
SRR11605054.1361,-3.8318484,-8.343665,4
SRR11605054.1362,-8.336742,0.96317136,20
SRR11605054.1363,2.9717052,-6.614825,7
SRR11605054.1364,-0.92449933,-5.813728,-1
SRR11605054.1365,3.3055985,-10.542019,8
SRR11605054.1366,9.276373,-2.3812003,19
SRR11605054.1367,0.47174886,-10.792513,8
SRR11605054.1368,13.750001,1.7868963,13
SRR11605054.1369,13.750015,1.7868944,13
SRR11605054.1370,5.374497,0.6145377,23
SRR11605054.1371,-2.2643661,7.4702554,3
SRR11605054.1372,0.6692431,-0.26320785,22
SRR11605054.1373,2.1426606,-12.6245365,8
SRR11605054.1374,-10.19305,-1.6605952,5
SRR11605054.1375,-5.856434,9.155017,-1
SRR11605054.1376,0.6692121,-0.26319456,22
SRR11605054.1377,12.114659,-1.9468365,16
SRR11605054.1378,7.7036614,-0.5266427,-1
SRR11605054.1379,-2.3755295,-7.9469676,4
SRR11605054.1380,-2.3755295,-7.9469676,4
SRR11605054.1381,-11.561028,5.2152033,1
SRR11605054.1382,-4.246006,5.864456,17
SRR11605054.1383,2.296371,-3.5818334,-1
SRR11605054.1384,12.14527,-1.7524862,16
SRR11605054.1385,-4.156643,2.4907293,21
SRR11605054.1386,2.4739928,-10.000932,8
SRR11605054.1387,-10.294374,6.478685,1
SRR11605054.1388,0.6692122,-0.2631951,22
SRR11605054.1389,5.957649,0.68927187,23
SRR11605054.1390,-0.46364495,-10.522091,8
SRR11605054.1391,9.813657,0.9014194,-1
SRR11605054.1392,8.16923,1.0112402,23
SRR11605054.1393,0.6692749,-0.26323247,22
SRR11605054.1394,-6.2866306,-0.49785152,-1
SRR11605054.1395,-7.798825,0.50058764,20
SRR11605054.1396,-11.998089,4.5809584,1
SRR11605054.1397,2.3944397,-13.202187,8
SRR11605054.1398,1.8168354,-10.934943,8
SRR11605054.1399,-13.629178,1.0724657,2
SRR11605054.1400,0.7849747,-7.6754622,-1
SRR11605054.1401,-7.658204,9.00438,18
SRR11605054.1402,9.276362,-2.3812025,19
SRR11605054.1403,4.556054,-2.8735244,6
SRR11605054.1404,0.8648538,-11.617158,8
SRR11605054.1405,-8.460419,-2.3341222,5
SRR11605054.1406,7.9452834,-6.2322764,11
SRR11605054.1407,8.102861,-2.5935438,-1
SRR11605054.1408,0.8579589,-12.569456,8
SRR11605054.1409,6.525692,0.68539524,23
SRR11605054.1410,-5.3314004,5.411322,17
SRR11605054.1411,-10.180378,-3.2542596,5
SRR11605054.1412,2.519223,-10.908088,8
SRR11605054.1413,4.4301586,1.627034,23
SRR11605054.1414,-6.580321,8.652463,18
SRR11605054.1415,0.9155513,-12.590642,8
SRR11605054.1416,2.8926086,4.935661,10
SRR11605054.1417,-1.0835137,-5.7711554,-1
SRR11605054.1418,2.863502,-7.455783,7
SRR11605054.1419,0.66929835,-0.26321965,22
SRR11605054.1420,-0.85347545,-2.623664,-1
SRR11605054.1421,-0.46364495,-10.522091,8
SRR11605054.1422,-0.028137479,-11.929634,8
SRR11605054.1423,-8.065545,8.595117,18
SRR11605054.1424,13.750033,1.7868736,13
SRR11605054.1425,3.0991194,-12.338718,8
SRR11605054.1426,6.4915843,0.3569945,23
SRR11605054.1427,-1.5854486,8.579359,3
SRR11605054.1428,-7.2441573,1.1378099,20
SRR11605054.1429,12.14523,-1.752537,16
SRR11605054.1430,-2.643061,-3.733612,12
SRR11605054.1431,-1.9803803,-1.9068974,-1
SRR11605054.1432,10.010787,3.4208999,15
SRR11605054.1433,-0.18626472,-10.502073,8
SRR11605054.1434,0.66927475,-0.26323247,22
SRR11605054.1435,10.044891,-4.501108,11
SRR11605054.1436,6.6163535,-4.1521544,-1
SRR11605054.1437,-8.065545,8.595117,18
SRR11605054.1438,2.519223,-10.908088,8
SRR11605054.1439,-1.4850339,8.571333,3
SRR11605054.1440,-3.6514328,-3.462281,12
SRR11605054.1441,-12.230089,4.6817417,1
SRR11605054.1442,2.454114,-11.409281,8
SRR11605054.1443,7.7036614,-0.5266427,-1
SRR11605054.1444,-10.610327,-3.432513,5
SRR11605054.1445,0.6692748,-0.2632325,22
SRR11605054.1446,-2.1382182,3.8420205,14
SRR11605054.1447,3.1838536,1.7729063,-1
SRR11605054.1448,-4.39897,2.2074692,21
SRR11605054.1449,0.75508964,-10.963556,8
SRR11605054.1450,-10.610327,-3.432513,5
SRR11605054.1451,8.565787,7.8012652,9
SRR11605054.1452,-8.065545,8.595117,18
SRR11605054.1453,2.4487069,-12.002401,8
SRR11605054.1454,10.010779,3.4209027,15
SRR11605054.1455,5.421897,0.81496066,23
SRR11605054.1456,-5.550527,-3.3377013,-1
SRR11605054.1457,-5.596767,1.5242145,21
SRR11605054.1458,-2.2643661,7.4702554,3
SRR11605054.1459,-12.990967,0.31048986,2
SRR11605054.1460,7.9828053,-3.8960345,-1
SRR11605054.1461,-8.699045,9.655654,18
SRR11605054.1462,9.110787,-5.42609,11
SRR11605054.1463,7.7036934,-0.52664363,-1
SRR11605054.1464,0.66927475,-0.26323223,22
SRR11605054.1465,0.6693338,-0.26323175,22
SRR11605054.1466,-10.213441,-1.2485894,5
SRR11605054.1467,-11.340744,6.9247694,1
SRR11605054.1468,-1.7578377,-10.393134,-1
SRR11605054.1469,-2.246073,7.2193866,3
SRR11605054.1470,-4.996899,0.26895204,-1
SRR11605054.1471,-2.4507809,-7.9966555,4
SRR11605054.1472,-6.0720263,-2.9668972,12
SRR11605054.1473,4.0755,0.2180356,23
SRR11605054.1474,0.6692122,-0.2631951,22
SRR11605054.1475,-0.9395219,-2.5922039,-1
SRR11605054.1476,-9.672359,-2.5774136,5
SRR11605054.1477,-11.747694,6.3731403,1
SRR11605054.1478,1.0913742,2.040481,22
SRR11605054.1479,-3.8318484,-8.343665,4
SRR11605054.1480,0.66921204,-0.26319456,22
SRR11605054.1481,3.0873282,0.26000938,22
SRR11605054.1482,-10.205509,-2.8516834,5
SRR11605054.1483,0.6692748,-0.2632325,22
SRR11605054.1484,-3.8318484,-8.343665,4
SRR11605054.1485,-3.997964,-7.0909834,4
SRR11605054.1486,0.6692423,-0.26320538,22
SRR11605054.1487,-13.471163,0.96057063,2
SRR11605054.1488,12.653652,-2.249161,16
SRR11605054.1489,4.1172934,0.56714016,23
SRR11605054.1490,-5.406582,5.470115,17
SRR11605054.1491,-2.4507725,-7.996688,4
SRR11605054.1492,5.1247916,3.548343,-1
SRR11605054.1493,1.2485561,6.4552603,-1
SRR11605054.1494,13.75001,1.7868954,13
SRR11605054.1495,0.66920614,-0.26320082,22
SRR11605054.1496,4.4301586,1.627034,23
SRR11605054.1497,8.501977,-6.4443355,11
SRR11605054.1498,-10.610327,-3.432513,5
SRR11605054.1499,-2.4507778,-7.996682,4
SRR11605054.1500,-8.190785,0.70649594,20
SRR11605054.1501,-8.034789,0.7373285,20
SRR11605054.1502,9.276369,-2.3811932,19
SRR11605054.1503,3.9991825,0.7462807,23
SRR11605054.1504,4.526614,-2.875293,6
SRR11605054.1505,13.750009,1.7868954,13
SRR11605054.1506,1.1801225,-11.069198,8
SRR11605054.1507,0.66927475,-0.26323247,22
SRR11605054.1508,4.524926,-5.4951773,7
SRR11605054.1509,-9.260501,9.0613,18
SRR11605054.1510,5.896584,0.52938783,23
SRR11605054.1511,7.823053,3.2831764,-1
SRR11605054.1512,-8.166544,0.75613296,20
SRR11605054.1513,-8.065545,8.595117,18
SRR11605054.1514,-5.2937255,-7.207106,-1
SRR11605054.1515,-2.0182352,-5.996668,-1
SRR11605054.1516,-2.367658,-7.9468465,4
SRR11605054.1517,-8.065545,8.595117,18
SRR11605054.1518,4.524926,-5.4951773,7
SRR11605054.1519,-4.108836,0.5072532,-1
SRR11605054.1520,13.750028,1.7868768,13
SRR11605054.1521,2.0866458,-0.47424972,22
SRR11605054.1522,3.4114027,5.9188776,10
SRR11605054.1523,9.276369,-2.3811936,19
SRR11605054.1524,10.010772,3.4209058,15
SRR11605054.1525,14.05148,0.15846777,-1
SRR11605054.1526,13.750004,1.7869003,13
SRR11605054.1527,12.14523,-1.752537,16
SRR11605054.1528,-1.5854486,8.579359,3
SRR11605054.1529,4.4640636,-5.515371,7
SRR11605054.1530,-2.8508356,-8.140695,4
SRR11605054.1531,4.5733786,1.5590414,23
SRR11605054.1532,-0.32300305,-10.542211,8
SRR11605054.1533,4.631987,8.746316,0
SRR11605054.1534,-1.0357388,-5.6292796,-1
SRR11605054.1535,2.519223,-10.908088,8
SRR11605054.1536,0.66920614,-0.26320088,22
SRR11605054.1537,8.594638,7.651825,9
SRR11605054.1538,2.405976,-1.091048,-1
SRR11605054.1539,0.849095,-0.8912857,22
SRR11605054.1540,-0.9270664,-2.5994856,-1
SRR11605054.1541,1.3950181,-10.961671,8
SRR11605054.1542,-0.76138085,-12.054551,8
SRR11605054.1543,-6.7375956,8.557989,-1
SRR11605054.1544,6.3561783,-5.9957385,-1
SRR11605054.1545,-10.612083,-3.436146,5
SRR11605054.1546,-6.3559465,5.8555713,17
SRR11605054.1547,9.842518,0.8020194,-1
SRR11605054.1548,0.84913826,-0.8912856,22
SRR11605054.1549,0.8490958,-0.8912929,22
SRR11605054.1550,4.634864,8.74408,0
SRR11605054.1551,-2.6984575,-3.74603,12
SRR11605054.1552,-4.128408,2.2420654,-1
SRR11605054.1553,0.73524106,-10.550063,8
SRR11605054.1554,2.1278825,-12.662252,8
SRR11605054.1555,10.644514,3.8388665,15
SRR11605054.1556,0.84908974,-0.89131117,22
SRR11605054.1557,14.171551,-0.21630533,-1
SRR11605054.1558,0.84914494,-0.891298,22
SRR11605054.1559,1.4227464,-2.1282713,-1
SRR11605054.1560,4.5801325,3.5796876,-1
SRR11605054.1561,-7.8254027,7.8954487,18
SRR11605054.1562,4.623298,1.5037225,23
SRR11605054.1563,-7.6287465,5.8591228,-1
SRR11605054.1564,-12.28239,0.42220342,2
SRR11605054.1565,0.48370573,-10.80055,8
SRR11605054.1566,8.213641,0.67496943,23
SRR11605054.1567,7.2128077,7.0672736,-1
SRR11605054.1568,-4.8895025,-2.895486,12
SRR11605054.1569,0.8491185,-0.89130217,22
SRR11605054.1570,2.5902913,-0.33867285,22
SRR11605054.1571,-8.023421,8.61999,18
SRR11605054.1572,-9.206035,9.440498,18
SRR11605054.1573,8.048378,0.47735888,23
SRR11605054.1574,3.1947045,-12.32763,8
SRR11605054.1575,2.4314177,-8.783016,-1
SRR11605054.1576,0.7251553,5.879165,-1
SRR11605054.1577,10.160066,4.8418016,15
SRR11605054.1578,10.160075,4.841815,15
SRR11605054.1579,9.018023,1.5040009,-1
SRR11605054.1580,-7.0552793,4.153587,17
SRR11605054.1581,0.8913406,-8.167995,-1
SRR11605054.1582,9.189432,-1.3211701,-1
SRR11605054.1583,9.274899,-2.3849444,19
SRR11605054.1584,10.644519,3.8388662,15
SRR11605054.1585,13.44985,-0.3665054,-1
SRR11605054.1586,-8.236891,9.181743,18
SRR11605054.1587,0.84907657,-0.8912635,22
SRR11605054.1588,13.0037565,-0.15089507,-1
SRR11605054.1589,-1.0808485,5.704584,-1
SRR11605054.1590,-12.139904,4.980005,1
SRR11605054.1591,-4.907829,6.2530127,17
SRR11605054.1592,0.8491377,-0.89131576,22
SRR11605054.1593,13.719668,1.8139981,13
SRR11605054.1594,13.578307,1.6423597,13
SRR11605054.1595,1.1012661,-8.377138,-1
SRR11605054.1596,13.988909,2.0050535,13
SRR11605054.1597,13.988859,2.0051012,13
SRR11605054.1598,-8.449448,1.6709918,20
SRR11605054.1599,1.9254919,-0.85919905,-1
SRR11605054.1600,9.558134,-5.1069384,11
SRR11605054.1601,13.7565975,1.7887259,13
SRR11605054.1602,1.9320401,-4.2318177,-1
SRR11605054.1603,0.84913397,-0.89128107,22
SRR11605054.1604,0.8490901,-0.8912695,22
SRR11605054.1605,3.7801144,8.588771,0
SRR11605054.1606,-1.6238681,-2.199129,-1
SRR11605054.1607,-1.286636,-6.533095,-1
SRR11605054.1608,-13.082984,1.4113023,2
SRR11605054.1609,7.9445915,-6.23763,11
SRR11605054.1610,-9.826474,-2.3312416,5
SRR11605054.1611,6.200849,-6.2161727,-1
SRR11605054.1612,3.5905406,-9.651442,-1
SRR11605054.1613,-2.29117,7.8732862,3
SRR11605054.1614,3.2297225,-12.956987,8
SRR11605054.1615,0.8490989,-0.8912856,22
SRR11605054.1616,-2.4539115,8.685441,3
SRR11605054.1617,-0.12802629,-12.019069,8
SRR11605054.1618,-1.1242495,-2.6026247,-1
SRR11605054.1619,13.7565975,1.7887259,13
SRR11605054.1620,0.8490874,-0.8912776,22
SRR11605054.1621,8.677489,7.6775274,9
SRR11605054.1622,-4.782189,-4.3944073,-1
SRR11605054.1623,2.8654022,-7.458622,7
SRR11605054.1624,-11.34448,1.8269473,2
SRR11605054.1625,-12.451171,4.4759912,1
SRR11605054.1626,8.832333,6.9291635,9
SRR11605054.1627,-3.8372717,-8.346436,4
SRR11605054.1628,5.8479953,0.6509977,23
SRR11605054.1629,0.8490954,-0.89129305,22
SRR11605054.1630,6.4261174,0.5934796,23
SRR11605054.1631,3.4126627,5.9200954,10
SRR11605054.1632,2.5129013,-10.929561,8
SRR11605054.1633,-0.105870195,-13.319551,-1
SRR11605054.1634,-2.1384358,3.840386,14
SRR11605054.1635,-5.3143244,5.417979,17
SRR11605054.1636,0.8490954,-0.8912929,22
SRR11605054.1637,-0.76138085,-12.054551,8
SRR11605054.1638,7.9399734,0.29723325,23
SRR11605054.1639,-0.43487284,-13.533625,-1
SRR11605054.1640,6.5720677,0.62917364,23
SRR11605054.1641,2.4736633,-10.02336,8
SRR11605054.1642,9.720258,2.9518514,15
SRR11605054.1643,-9.66964,-2.6019223,5
SRR11605054.1644,2.512894,-10.929555,8
SRR11605054.1645,-11.555548,5.212581,1
SRR11605054.1646,4.395911,1.1857512,23
SRR11605054.1647,9.743399,0.03803591,-1
SRR11605054.1648,1.9254919,-0.85919905,-1
SRR11605054.1649,-3.097827,-2.2670007,12
SRR11605054.1650,8.798745,-5.8438897,11
SRR11605054.1651,2.7827084,-0.29983222,22
SRR11605054.1652,8.21368,0.6745582,23
SRR11605054.1653,4.463876,-5.5153313,7
SRR11605054.1654,-7.600225,5.7817087,-1
SRR11605054.1655,12.146158,-1.7705355,16
SRR11605054.1656,-8.658739,-4.1805496,5
SRR11605054.1657,3.1947045,-12.32763,8
SRR11605054.1658,-5.377683,-1.8894802,-1
SRR11605054.1659,2.1688254,-0.78672373,22
SRR11605054.1660,-3.8372717,-8.346436,4
SRR11605054.1661,10.644526,3.8388622,15
SRR11605054.1662,3.173838,0.053184967,22
SRR11605054.1663,10.0138645,3.4200494,15
SRR11605054.1664,0.8490617,-0.89129275,22
SRR11605054.1665,9.189432,-1.3211701,-1
SRR11605054.1666,-9.872725,-2.9977732,5
SRR11605054.1667,-13.067297,-0.4899719,2
SRR11605054.1668,7.7653337,4.914241,-1
SRR11605054.1669,-8.16242,0.7529555,20
SRR11605054.1670,-2.8620548,-8.145564,4
SRR11605054.1671,3.2995186,-10.565377,8
SRR11605054.1672,-12.987525,0.2450974,2
SRR11605054.1673,2.512894,-10.929555,8
SRR11605054.1674,-6.2888703,-0.50072765,-1
SRR11605054.1675,5.798476,-0.47131252,23
SRR11605054.1676,5.798476,-0.47131252,23
SRR11605054.1677,-7.9158936,0.5918606,20
SRR11605054.1678,13.988901,2.0050542,13
SRR11605054.1679,14.171557,-0.21630156,-1
SRR11605054.1680,14.171555,-0.21630158,-1
SRR11605054.1681,-12.36732,1.7445409,2
SRR11605054.1682,-6.055735,4.454446,-1
SRR11605054.1683,0.8490522,-0.8912779,22
SRR11605054.1684,10.782334,4.7086463,15
SRR11605054.1685,-11.555548,5.212581,1
SRR11605054.1686,-11.309512,6.189128,1
SRR11605054.1687,8.017333,0.35235983,23
SRR11605054.1688,8.503654,0.004982342,23
SRR11605054.1689,1.7063435,-5.064046,-1
SRR11605054.1690,-1.5933615,6.3915477,3
SRR11605054.1691,9.274909,-2.3849423,19
SRR11605054.1692,8.594635,7.651835,9
SRR11605054.1693,3.917273,0.4647247,-1
SRR11605054.1694,0.84912294,-0.8913111,22
SRR11605054.1695,-3.8372583,-8.346466,4
SRR11605054.1696,6.68418,0.45018154,23
SRR11605054.1697,-2.138434,3.8403852,14
SRR11605054.1698,3.2679064,-12.31015,8
SRR11605054.1699,8.608881,7.623617,9
SRR11605054.1700,2.590309,-0.3386844,22
SRR11605054.1701,2.963959,-0.5956458,-1
SRR11605054.1702,-7.6629786,2.034237,-1
SRR11605054.1703,-1.733999,-9.720197,-1
SRR11605054.1704,5.9120235,1.3494574,23
SRR11605054.1705,-13.634989,1.0731826,2
SRR11605054.1706,-12.506106,5.210378,1
SRR11605054.1707,-10.023776,-2.0137022,5
SRR11605054.1708,-1.047703,-5.662712,-1
SRR11605054.1709,-13.290689,0.21482137,2
SRR11605054.1710,4.233817,-0.034199815,23
SRR11605054.1711,5.9090366,-0.24150234,23
SRR11605054.1712,1.8738439,-9.599212,-1
SRR11605054.1713,11.617715,0.802138,-1
SRR11605054.1714,11.617715,0.802138,-1
SRR11605054.1715,8.59459,-6.5134497,11
SRR11605054.1716,1.9992677,-10.179552,8
SRR11605054.1717,4.8364816,0.8172194,23
SRR11605054.1718,0.8490604,-0.89131075,22
SRR11605054.1719,-4.868791,6.290375,17
SRR11605054.1720,0.849095,-0.8912857,22
SRR11605054.1721,12.146198,-1.7704726,16
SRR11605054.1722,0.84909505,-0.8912855,22
SRR11605054.1723,-6.007957,6.8616266,-1
SRR11605054.1724,-6.007936,6.861624,-1
SRR11605054.1725,-7.7052145,4.340229,-1
SRR11605054.1726,-11.526526,5.529008,1
SRR11605054.1727,6.562418,5.197395,9
SRR11605054.1728,3.173838,0.053184967,22
SRR11605054.1729,-8.841489,1.9176809,20
SRR11605054.1730,-5.346852,1.2895206,-1
SRR11605054.1731,2.5350769,-9.972997,8
SRR11605054.1732,4.470423,-2.8958683,6
SRR11605054.1733,2.8207493,-7.748254,7
SRR11605054.1734,-10.612083,-3.436146,5
SRR11605054.1735,-9.759515,-2.818066,5
SRR11605054.1736,-5.5497994,-3.3375714,-1
SRR11605054.1737,0.5337573,-3.659835,-1
SRR11605054.1738,5.067088,8.503415,0
SRR11605054.1739,0.84902704,-0.8912797,22
SRR11605054.1740,-10.554743,-4.9405813,5
SRR11605054.1741,8.49694,-6.4492793,11
SRR11605054.1742,10.191575,3.8293445,15
SRR11605054.1743,1.9254919,-0.85919905,-1
SRR11605054.1744,-10.811964,-2.965612,5
SRR11605054.1745,-10.612083,-3.436146,5
SRR11605054.1746,2.74625,-7.714191,7
SRR11605054.1747,2.5902724,-0.33868605,22
SRR11605054.1748,5.8553605,0.642601,23
SRR11605054.1749,-10.612083,-3.436146,5
SRR11605054.1750,4.1089787,0.2287262,23
SRR11605054.1751,-5.2646556,-2.1552954,12
SRR11605054.1752,12.146234,-1.7704697,16
SRR11605054.1753,0.8491341,-0.8912811,22
SRR11605054.1754,10.644514,3.8388658,15
SRR11605054.1755,0.8490617,-0.89129275,22
SRR11605054.1756,9.274907,-2.384941,19
SRR11605054.1757,2.841049,0.2251003,22
SRR11605054.1758,3.4126625,5.9200954,10
SRR11605054.1759,10.011829,4.3417034,15
SRR11605054.1760,4.6733966,-0.4668327,-1
SRR11605054.1761,0.46321103,-11.280857,8
SRR11605054.1762,-2.970583,-8.07549,4
SRR11605054.1763,-2.1317468,7.671785,3
SRR11605054.1764,7.9700036,7.4929185,9
SRR11605054.1765,8.457342,-5.1105013,11
SRR11605054.1766,-0.24725616,-10.684573,8
SRR11605054.1767,-12.37306,5.5758777,1
SRR11605054.1768,0.8491111,-0.8912653,22
SRR11605054.1769,4.246552,3.5281527,-1
SRR11605054.1770,5.798476,-0.47131252,23
SRR11605054.1771,1.1216103,6.362349,-1
SRR11605054.1772,0.84908783,-0.8913057,22
SRR11605054.1773,11.503506,-0.47689006,-1
SRR11605054.1774,12.14624,-1.7704452,16
SRR11605054.1775,0.8491483,-0.89130056,22
SRR11605054.1776,1.0696576,-12.443789,8
SRR11605054.1777,2.894362,4.937796,10
SRR11605054.1778,9.558116,-5.106946,11
SRR11605054.1779,13.931767,0.15012524,-1
SRR11605054.1780,11.355541,-1.5163975,16
SRR11605054.1781,0.849095,-0.8912857,22
SRR11605054.1782,8.745312,7.3370905,9
SRR11605054.1783,-6.636284,7.546363,18
SRR11605054.1784,2.86655,-7.4137506,7
SRR11605054.1785,-13.687534,1.0154778,2
SRR11605054.1786,2.1759477,2.2460098,-1
SRR11605054.1787,8.144691,-4.7312098,11
SRR11605054.1788,9.4969015,3.7485719,15
SRR11605054.1789,4.929922,0.084883325,23
SRR11605054.1790,4.929922,0.08488338,23
SRR11605054.1791,7.266715,1.3822324,23
SRR11605054.1792,7.027019,1.4244845,23
SRR11605054.1793,-10.858912,6.682912,1
SRR11605054.1794,8.591359,-6.514184,11
SRR11605054.1795,0.5508797,-1.2137561,22
SRR11605054.1796,-8.157596,0.75587845,20
SRR11605054.1797,-11.458704,1.5852526,2
SRR11605054.1798,-13.372067,1.6757957,2
SRR11605054.1799,-3.725423,4.0431433,-1
SRR11605054.1800,7.774598,0.43514678,23
SRR11605054.1801,2.8069823,-0.35465905,22
SRR11605054.1802,0.55171686,-1.2135409,22
SRR11605054.1803,9.096897,-5.3442183,11
SRR11605054.1804,-10.854239,3.7170446,1
SRR11605054.1805,10.783236,4.7059937,15
SRR11605054.1806,-0.6871529,-10.386516,8
SRR11605054.1807,-4.9063363,6.248466,17
SRR11605054.1808,5.4354696,0.5868043,23
SRR11605054.1809,-11.402993,6.953954,1
SRR11605054.1810,-1.5894908,8.57819,3
SRR11605054.1811,-7.711085,4.3405814,-1
SRR11605054.1812,0.5508797,-1.2137561,22
SRR11605054.1813,8.536402,7.717012,9
SRR11605054.1814,2.8951468,4.938566,10
SRR11605054.1815,-2.858794,-8.141916,4
SRR11605054.1816,8.57965,7.764364,9
SRR11605054.1817,0.27328864,-1.2518855,22
SRR11605054.1818,0.5508797,-1.2137561,22
SRR11605054.1819,13.757146,1.7887404,13
SRR11605054.1820,6.5940795,0.6285231,23
SRR11605054.1821,4.9329486,0.078516155,23
SRR11605054.1822,2.123721,-12.689241,8
SRR11605054.1823,-7.590573,0.32690117,20
SRR11605054.1824,-5.258583,5.4860067,17
SRR11605054.1825,0.5494329,-1.2140745,22
SRR11605054.1826,-5.11125,1.843092,21
SRR11605054.1827,-9.330351,-1.8100375,5
SRR11605054.1828,0.55056375,-1.213821,22
SRR11605054.1829,-2.2497735,-4.0195537,-1
SRR11605054.1830,13.757173,1.7887489,13
SRR11605054.1831,-9.352297,8.41726,18
SRR11605054.1832,-10.520162,-3.0345886,5
SRR11605054.1833,-6.290094,-0.5018597,-1
SRR11605054.1834,-6.250243,-0.46075436,-1
SRR11605054.1835,6.7722735,1.8270955,23
SRR11605054.1836,-2.6390069,-3.742002,12
SRR11605054.1837,0.54987824,-1.2140368,22
SRR11605054.1838,2.1954184,-0.87035435,22
SRR11605054.1839,7.774889,1.7388369,23
SRR11605054.1840,2.4093375,-0.38821796,22
SRR11605054.1841,6.8259273,0.442284,23
SRR11605054.1842,-1.913887,-7.4068227,4
SRR11605054.1843,6.2691355,0.057432517,23
SRR11605054.1844,3.223427,-10.6855,8
SRR11605054.1845,7.774889,1.7388369,23
SRR11605054.1846,1.6174569,-4.111967,-1
SRR11605054.1847,-2.8179474,7.592156,3
SRR11605054.1848,3.7855058,0.048294924,22
SRR11605054.1849,4.247744,-0.05258758,23
SRR11605054.1850,0.27156544,-1.2518382,22
SRR11605054.1851,-7.9898505,8.6257105,18
SRR11605054.1852,0.5472008,-1.2146516,22
SRR11605054.1853,0.55132985,-1.2135941,22
SRR11605054.1854,4.458845,1.4479073,23
SRR11605054.1855,-2.4330356,-7.929066,4
SRR11605054.1856,0.8242271,6.1885233,-1
SRR11605054.1857,9.274918,-2.3846476,19
SRR11605054.1858,1.3094577,-1.4692419,-1
SRR11605054.1859,2.123721,-12.689241,8
SRR11605054.1860,2.123721,-12.689241,8
SRR11605054.1861,-5.549078,-3.3357913,-1
SRR11605054.1862,-9.540643,7.7731075,18
SRR11605054.1863,0.5334812,-3.658518,-1
SRR11605054.1864,6.350292,-5.947633,-1
SRR11605054.1865,3.223427,-10.6855,8
SRR11605054.1866,-5.258583,5.4860067,17
SRR11605054.1867,0.9278503,6.300895,-1
SRR11605054.1868,2.367619,-9.459906,-1
SRR11605054.1869,4.529185,-2.88115,6
SRR11605054.1870,4.5565133,-2.8769946,6
SRR11605054.1871,2.2225533,-10.356407,8
SRR11605054.1872,-5.8784704,1.2882304,-1
SRR11605054.1873,9.191286,0.17611827,-1
SRR11605054.1874,-10.56758,-3.460799,5
